Number,Catalyst,Doping wt%,Support (Promoter),NH3 conversion (%),GHSV (mL g-1 h-1),Pressure (bar),Pressure (atm),Temperature (C),Temperature (K),NH3 in (mol g-1 h-1),NH3 conversion,NH3 out (mol g-1 h-1),Reaction rate (mol H2 g-1 h-1)
1,Ru,0.12,MgO,0.428,22000,1.01325,1,300.228,573.378,0.982168,0.00428,0.977964321,0.006305519
,Ru,0.12,MgO,0.979,22000,1.01325,1,334.377,607.527,0.982168,0.00979,0.972552575,0.014423137
,Ru,0.12,MgO,1.373,22000,1.01325,1,349.179,622.329,0.982168,0.01373,0.968682833,0.02022775
,Ru,0.12,MgO,3.043,22000,1.01325,1,370.825,643.975,0.982168,0.03043,0.952280628,0.044831058
,Ru,0.12,MgO,4.49,22000,1.01325,1,385.125,658.275,0.982168,0.0449,0.938068657,0.066149015
,Ru,0.12,MgO,6.167,22000,1.01325,1,399.971,673.121,0.982168,0.06167,0.921597699,0.090855451
,Ru,0.12,MgO,9.603,22000,1.01325,1,416.641,689.791,0.982168,0.09603,0.887850407,0.14147639
,Ru,0.12,MgO,14.074,22000,1.01325,1,435.105,708.255,0.982168,0.14074,0.843937676,0.207345486
,Ru,0.12,MgO,18.135,22000,1.01325,1,450.763,723.913,0.982168,0.18135,0.804051833,0.26717425
,Ru,0.12,MgO,25.477,22000,1.01325,1,468.657,741.807,0.982168,0.25477,0.731941059,0.375340412
,Ru,0.12,MgO,32.071,22000,1.01325,1,485.666,758.816,0.982168,0.32071,0.667176901,0.472486649
,Ru,0.12,MgO,38.564,22000,1.01325,1,500.517,773.667,0.982168,0.38564,0.603404732,0.568144901
,Ru,0.12,MgO,51.89,22000,1.01325,1,522.686,795.836,0.982168,0.5189,0.472521025,0.764470463
,Ru,0.12,MgO,64.38,22000,1.01325,1,544.15,817.3,0.982168,0.6438,0.349848242,0.948479638
2,Ru,0.41,MgO,0.505,22000,1.01325,1,302.739,575.889,0.982168,0.00505,0.977208052,0.007439923
,Ru,0.41,MgO,1.389,22000,1.01325,1,331.714,604.864,0.982168,0.01389,0.968525686,0.02046347
,Ru,0.41,MgO,2.521,22000,1.01325,1,349.794,622.944,0.982168,0.02521,0.957407545,0.037140683
,Ru,0.41,MgO,8.2,22000,1.01325,1,376.171,649.321,0.982168,0.082,0.901630224,0.120806664
,Ru,0.41,MgO,14.547,22000,1.01325,1,401.08,674.23,0.982168,0.14547,0.839292021,0.214313968
,Ru,0.41,MgO,22.497,22000,1.01325,1,421.977,695.127,0.982168,0.22497,0.761209665,0.331437502
,Ru,0.41,MgO,28.777,22000,1.01325,1,438.638,711.788,0.982168,0.28777,0.699529515,0.423957728
,Ru,0.41,MgO,33.855,22000,1.01325,1,450.401,723.551,0.982168,0.33855,0.649655024,0.498769465
,Ru,0.41,MgO,43.609,22000,1.01325,1,468.509,741.659,0.982168,0.43609,0.553854357,0.642470465
,Ru,0.41,MgO,51.893,22000,1.01325,1,483.333,756.483,0.982168,0.51893,0.47249156,0.76451466
,Ru,0.41,MgO,62.182,22000,1.01325,1,501.185,774.335,0.982168,0.62182,0.371436294,0.916097559
,Ru,0.41,MgO,70.066,22000,1.01325,1,516.538,789.688,0.982168,0.70066,0.294002169,1.032248746
,Ru,0.41,MgO,78.217,22000,1.01325,1,534.062,807.212,0.982168,0.78217,0.213945655,1.152333517
,Ru,0.41,MgO,86.234,22000,1.01325,1,549.689,822.839,0.982168,0.86234,0.135205247,1.27044413
3,Ru,0.75,MgO,1.252,22000,1.01325,1,301.91,575.06,0.982168,0.01252,0.969871257,0.018445115
,Ru,0.75,MgO,3.367,22000,1.01325,1,328.702,601.852,0.982168,0.03367,0.949098403,0.049604395
,Ru,0.75,MgO,5.527,22000,1.01325,1,349.606,622.756,0.982168,0.05527,0.927883575,0.081426638
,Ru,0.75,MgO,15.488,22000,1.01325,1,378.76,651.91,0.982168,0.15488,0.83004982,0.22817727
,Ru,0.75,MgO,24.501,22000,1.01325,1,400.675,673.825,0.982168,0.24501,0.741527018,0.360961473
,Ru,0.75,MgO,34.343,22000,1.01325,1,420.827,693.977,0.982168,0.34343,0.644862044,0.505958934
,Ru,0.75,MgO,44.276,22000,1.01325,1,438.127,711.277,0.982168,0.44276,0.547303296,0.652297056
,Ru,0.75,MgO,52.027,22000,1.01325,1,451.167,724.317,0.982168,0.52027,0.471175455,0.766488818
,Ru,0.75,MgO,64.478,22000,1.01325,1,472.057,745.207,0.982168,0.64478,0.348885717,0.949923425
,Ru,0.75,MgO,74.747,22000,1.01325,1,489.707,762.857,0.982168,0.74747,0.248026885,1.101211672
,Ru,0.75,MgO,82.225,22000,1.01325,1,502.271,775.421,0.982168,0.82225,0.174580362,1.211381457
,Ru,0.75,MgO,88.552,22000,1.01325,1,520.397,793.547,0.982168,0.88552,0.112438593,1.304594111
,Ru,0.75,MgO,93.603,22000,1.01325,1,536.883,810.033,0.982168,0.93603,0.062829287,1.37900807
,Ru,0.75,MgO,95.96,22000,1.01325,1,549.89,823.04,0.982168,0.9596,0.039679587,1.413732619
4,Ru,1.75,MgO,5.113,22000,1.01325,1,300.153,573.303,0.982168,0.05113,0.93194975,0.075327375
,Ru,1.75,MgO,9.657,22000,1.01325,1,316.854,590.004,0.982168,0.09657,0.887320036,0.142271946
,Ru,1.75,MgO,13.125,22000,1.01325,1,332.164,605.314,0.982168,0.13125,0.85325845,0.193364325
,Ru,1.75,MgO,18.068,22000,1.01325,1,351.049,624.199,0.982168,0.18068,0.804709886,0.266187171
,Ru,1.75,MgO,26.388,22000,1.01325,1,367.864,641.014,0.982168,0.26388,0.722993508,0.388761738
,Ru,1.75,MgO,35.383,22000,1.01325,1,384.699,657.849,0.982168,0.35383,0.634647497,0.521280755
,Ru,1.75,MgO,44.784,22000,1.01325,1,400.732,673.882,0.982168,0.44784,0.542313883,0.659781176
,Ru,1.75,MgO,51.773,22000,1.01325,1,410.718,683.868,0.982168,0.51773,0.473670161,0.762746758
,Ru,1.75,MgO,60.648,22000,1.01325,1,421.575,694.725,0.982168,0.60648,0.386502751,0.893497873
,Ru,1.75,MgO,71.136,22000,1.01325,1,434.654,707.804,0.982168,0.71136,0.283492972,1.048012543
,Ru,1.75,MgO,89.124,22000,1.01325,1,469.139,742.289,0.982168,0.89124,0.106820592,1.313021112
,Ru,1.75,MgO,94.476,22000,1.01325,1,486.135,759.285,0.982168,0.94476,0.05425496,1.39186956
,Ru,1.75,MgO,98.887,22000,1.01325,1,502.017,775.167,0.982168,0.98887,0.01093153,1.456854705
,Ru,1.75,MgO,99.653,22000,1.01325,1,518.604,791.754,0.982168,0.99653,0.003408123,1.468139816
5,Ru,7,Al2O3 NR,1.647,6000,1.01325,1,291.412,564.562,0.267864,0.01647,0.26345228,0.00661758
,Ru,7,Al2O3 NR,3.411,6000,1.01325,1,319.347,592.497,0.267864,0.03411,0.258727159,0.013705262
,Ru,7,Al2O3 NR,3.901,6000,1.01325,1,333.071,606.221,0.267864,0.03901,0.257414625,0.015674062
,Ru,7,Al2O3 NR,4.587,6000,1.01325,1,348.241,621.391,0.267864,0.04587,0.255577078,0.018430383
,Ru,7,Al2O3 NR,7.036,6000,1.01325,1,361.977,635.127,0.267864,0.07036,0.249017089,0.028270367
,Ru,7,Al2O3 NR,10.858,6000,1.01325,1,375.24,648.39,0.267864,0.10858,0.238779327,0.04362701
,Ru,7,Al2O3 NR,15.757,6000,1.01325,1,389.232,662.382,0.267864,0.15757,0.22565667,0.063310996
,Ru,7,Al2O3 NR,24.38,6000,1.01325,1,404.209,677.359,0.267864,0.2438,0.202558757,0.097957865
,Ru,7,Al2O3 NR,35.943,6000,1.01325,1,416.075,689.225,0.267864,0.35943,0.171585642,0.144417536
,Ru,7,Al2O3 NR,51.229,6000,1.01325,1,431.814,704.964,0.267864,0.51229,0.130639951,0.205836073
,Ru,7,Al2O3 NR,69.063,6000,1.01325,1,446.847,719.997,0.267864,0.69063,0.082869086,0.277492371
,Ru,7,Al2O3 NR,85.917,6000,1.01325,1,461.393,734.543,0.267864,0.85917,0.037723287,0.345211069
,Ru,7,Al2O3 NR,95.519,6000,1.01325,1,474.45,747.6,0.267864,0.95519,0.012002986,0.383791521
,Ru,7,Al2O3 NR,99.635,6000,1.01325,1,487.956,761.106,0.267864,0.99635,0.000977704,0.400329445
6,Ru,7,CeO2,1.059,6000,1.01325,1,229.759,502.909,0.267864,0.01059,0.26502732,0.00425502
,Ru,7,CeO2,1.852,6000,1.01325,1,257.03,530.18,0.267864,0.01852,0.262903159,0.007441262
,Ru,7,CeO2,4.444,6000,1.01325,1,284.342,557.492,0.267864,0.04444,0.255960124,0.017855814
,Ru,7,CeO2,6.036,6000,1.01325,1,298.19,571.34,0.267864,0.06036,0.251695729,0.024252407
,Ru,7,CeO2,8.519,6000,1.01325,1,311.967,585.117,0.267864,0.08519,0.245044666,0.034229001
,Ru,7,CeO2,11.728,6000,1.01325,1,324.725,597.875,0.267864,0.11728,0.23644891,0.047122635
,Ru,7,CeO2,16.302,6000,1.01325,1,339.522,612.672,0.267864,0.16302,0.224196811,0.065500784
,Ru,7,CeO2,23.827,6000,1.01325,1,353.611,626.761,0.267864,0.23827,0.204040045,0.095735933
,Ru,7,CeO2,37.037,6000,1.01325,1,365.519,638.669,0.267864,0.37037,0.16865521,0.148813185
,Ru,7,CeO2,54.722,6000,1.01325,1,382.935,656.085,0.267864,0.54722,0.121283462,0.219870807
,Ru,7,CeO2,73.457,6000,1.01325,1,397.586,670.736,0.267864,0.73457,0.071099142,0.295147288
,Ru,7,CeO2,89.836,6000,1.01325,1,410.383,683.533,0.267864,0.89836,0.027225697,0.360957455
,Ru,7,CeO2,98.067,6000,1.01325,1,424.395,697.545,0.267864,0.98067,0.005177811,0.394029283
,Ru,7,CeO2,99.831,6000,1.01325,1,437.405,710.555,0.267864,0.99831,0.00045269,0.401116965
7,Ru,7,CNT,1.059,6000,1.01325,1,304.656,577.806,0.267864,0.01059,0.26502732,0.00425502
,Ru,7,CNT,1.992,6000,1.01325,1,331.792,604.942,0.267864,0.01992,0.262528149,0.008003776
,Ru,7,CNT,2.614,6000,1.01325,1,346.317,619.467,0.267864,0.02614,0.260862035,0.010502947
,Ru,7,CNT,6.645,6000,1.01325,1,373.77,646.92,0.267864,0.06645,0.250064437,0.026699344
,Ru,7,CNT,9.225,6000,1.01325,1,387.244,660.394,0.267864,0.09225,0.243153546,0.037065681
,Ru,7,CNT,13.191,6000,1.01325,1,401.407,674.557,0.267864,0.13191,0.23253006,0.05300091
,Ru,7,CNT,19.775,6000,1.01325,1,415.736,688.886,0.267864,0.19775,0.214893894,0.079455159
,Ru,7,CNT,28.3,6000,1.01325,1,429.027,702.177,0.267864,0.283,0.192058488,0.113708268
,Ru,7,CNT,40.101,6000,1.01325,1,443.222,716.372,0.267864,0.40101,0.160447857,0.161124214
,Ru,7,CNT,54.333,6000,1.01325,1,456.683,729.833,0.267864,0.54333,0.122325453,0.218307821
,Ru,7,CNT,71.288,6000,1.01325,1,471.115,744.265,0.267864,0.71288,0.076909112,0.286432332
,Ru,7,CNT,85.053,6000,1.01325,1,484,757.15,0.267864,0.85053,0.040037632,0.341739552
,Ru,7,CNT,95.319,6000,1.01325,1,498.201,771.351,0.267864,0.95319,0.012538714,0.382987929
,Ru,7,CNT,99.83,6000,1.01325,1,511.602,784.752,0.267864,0.9983,0.000455369,0.401112947
8,Ru,5,MgO-DP,3.109,30000,1.01325,1,300.448,573.598,1.33932,0.03109,1.297680541,0.062459188
,Ru,5,MgO-DP,4.398,30000,1.01325,1,314.799,587.949,1.33932,0.04398,1.280416706,0.08835494
,Ru,5,MgO-DP,5.6,30000,1.01325,1,324.826,597.976,1.33932,0.056,1.26431808,0.11250288
,Ru,5,MgO-DP,7.404,30000,1.01325,1,335.046,608.196,1.33932,0.07404,1.240156747,0.148744879
,Ru,5,MgO-DP,10.754,30000,1.01325,1,350.323,623.473,1.33932,0.10754,1.195289527,0.216045709
,Ru,5,MgO-DP,15.908,30000,1.01325,1,365.517,638.667,1.33932,0.15908,1.126260974,0.319588538
,Ru,5,MgO-DP,19.688,30000,1.01325,1,374.832,647.982,1.33932,0.19688,1.075634678,0.395527982
,Ru,5,MgO-DP,23.983,30000,1.01325,1,385.333,658.483,1.33932,0.23983,1.018110884,0.481813673
,Ru,5,MgO-DP,32.916,30000,1.01325,1,401.366,674.516,1.33932,0.32916,0.898469429,0.661275857
,Ru,5,MgO-DP,47.948,30000,1.01325,1,426.82,699.97,1.33932,0.47948,0.697142846,0.96326573
,Ru,5,MgO-DP,68.134,30000,1.01325,1,452.511,725.661,1.33932,0.68134,0.426787711,1.368798433
,Ru,5,MgO-DP,86.001,30000,1.01325,1,478.927,752.077,1.33932,0.86001,0.187491407,1.72774289
,Ru,5,MgO-DP,96.567,30000,1.01325,1,504.009,777.159,1.33932,0.96567,0.045978856,1.940011717
,Ru,5,MgO-DP,98.457,30000,1.01325,1,527.528,800.678,1.33932,0.98457,0.020665708,1.977981439
9,Ru-KOH,4.8,La2O3-700-i-K,16.456,18000,1.01325,1,300.808,573.958,0.803592,0.16456,0.6713529,0.198358649
,Ru-KOH,4.8,La2O3-700-i-K,33.868,18000,1.01325,1,350.899,624.049,0.803592,0.33868,0.531431461,0.408240808
,Ru-KOH,4.8,La2O3-700-i-K,44.412,18000,1.01325,1,379.77,652.92,0.803592,0.44412,0.446700721,0.535336919
,Ru-KOH,4.8,La2O3-700-i-K,51.783,18000,1.01325,1,400.691,673.841,0.803592,0.51783,0.387467955,0.624186068
,Ru-KOH,4.8,La2O3-700-i-K,64.701,18000,1.01325,1,431.192,704.342,0.803592,0.64701,0.28365994,0.77989809
,Ru-KOH,4.8,La2O3-700-i-K,73.089,18000,1.01325,1,451.132,724.282,0.803592,0.73089,0.216254643,0.881006035
,Ru-KOH,4.8,La2O3-700-i-K,79.622,18000,1.01325,1,467.1,740.25,0.803592,0.79622,0.163755978,0.959754033
,Ru-KOH,4.8,La2O3-700-i-K,83.402,18000,1.01325,1,476.319,749.469,0.803592,0.83402,0.1333802,1.0053177
,Ru-KOH,4.8,La2O3-700-i-K,87.974,18000,1.01325,1,490.858,764.008,0.803592,0.87974,0.096639974,1.060428039
,Ru-KOH,4.8,La2O3-700-i-K,91.154,18000,1.01325,1,501.035,774.185,0.803592,0.91154,0.071085748,1.098759378
,Ru-KOH,4.8,La2O3-700-i-K,94.132,18000,1.01325,1,515.072,788.222,0.803592,0.94132,0.047154779,1.134655832
,Ru-KOH,4.8,La2O3-700-i-K,96.513,18000,1.01325,1,526.688,799.838,0.803592,0.96513,0.028021253,1.16335612
,Ru-KOH,4.8,La2O3-700-i-K,98.296,18000,1.01325,1,538.297,811.447,0.803592,0.98296,0.013693208,1.184848188
,Ru-KOH,4.8,La2O3-700-i-K,99.881,18000,1.01325,1,548.454,821.604,0.803592,0.99881,0.000956274,1.203953588
10,Ru,4.8,La2O3-700-i,7.418,18000,1.01325,1,300.645,573.795,0.803592,0.07418,0.743981545,0.089415682
,Ru,4.8,La2O3-700-i,19.556,18000,1.01325,1,349.841,622.991,0.803592,0.19556,0.646441548,0.235725677
,Ru,4.8,La2O3-700-i,31.554,18000,1.01325,1,381.025,654.175,0.803592,0.31554,0.55002658,0.38034813
,Ru,4.8,La2O3-700-i,40.082,18000,1.01325,1,400.672,673.822,0.803592,0.40082,0.481496255,0.483143618
,Ru,4.8,La2O3-700-i,53.03,18000,1.01325,1,430.718,703.868,0.803592,0.5303,0.377447162,0.639217256
,Ru,4.8,La2O3-700-i,61.557,18000,1.01325,1,451.13,724.28,0.803592,0.61557,0.308924873,0.742000691
,Ru,4.8,La2O3-700-i,67.874,18000,1.01325,1,465.768,738.918,0.803592,0.67874,0.258161966,0.818145051
,Ru,4.8,La2O3-700-i,72.374,18000,1.01325,1,475.978,749.128,0.803592,0.72374,0.222000326,0.872387511
,Ru,4.8,La2O3-700-i,78.137,18000,1.01325,1,490.8,763.95,0.803592,0.78137,0.175689319,0.941854022
,Ru,4.8,La2O3-700-i,82.717,18000,1.01325,1,501.202,774.352,0.803592,0.82717,0.138884805,0.997060792
,Ru,4.8,La2O3-700-i,87.768,18000,1.01325,1,515.058,788.208,0.803592,0.87768,0.098295373,1.05794494
,Ru,4.8,La2O3-700-i,92.03,18000,1.01325,1,526.606,799.756,0.803592,0.9203,0.064046282,1.109318576
,Ru,4.8,La2O3-700-i,95.341,18000,1.01325,1,538.908,812.058,0.803592,0.95341,0.037439351,1.149228973
,Ru,4.8,La2O3-700-i,98.496,18000,1.01325,1,549.676,822.826,0.803592,0.98496,0.012086024,1.187258964
11,Ru,4.8,La(OH)3,5.164,18000,1.01325,1,301.13,574.28,0.803592,0.05164,0.762094509,0.062246236
,Ru,4.8,La(OH)3,9.829,18000,1.01325,1,326.135,599.285,0.803592,0.09829,0.724606942,0.118477587
,Ru,4.8,La(OH)3,14.32,18000,1.01325,1,350.335,623.485,0.803592,0.1432,0.688517626,0.172611562
,Ru,4.8,La(OH)3,18.205,18000,1.01325,1,367.869,641.019,0.803592,0.18205,0.657298076,0.219440885
,Ru,4.8,La(OH)3,22.866,18000,1.01325,1,387.413,660.563,0.803592,0.22866,0.619842653,0.27562402
,Ru,4.8,La(OH)3,26.058,18000,1.01325,1,399.902,673.052,0.803592,0.26058,0.594191997,0.314100005
,Ru,4.8,La(OH)3,32.612,18000,1.01325,1,418.607,691.757,0.803592,0.32612,0.541524577,0.393101135
,Ru,4.8,La(OH)3,38.992,18000,1.01325,1,435.291,708.441,0.803592,0.38992,0.490255407,0.470004889
,Ru,4.8,La(OH)3,44.509,18000,1.01325,1,449.765,722.915,0.803592,0.44509,0.445921237,0.536506145
,Ru,4.8,La(OH)3,52.96,18000,1.01325,1,473.9,747.05,0.803592,0.5296,0.378009677,0.638373485
,Ru,4.8,La(OH)3,61.84,18000,1.01325,1,498.231,771.381,0.803592,0.6184,0.306650707,0.745411939
,Ru,4.8,La(OH)3,65.829,18000,1.01325,1,510.538,783.688,0.803592,0.65829,0.274595422,0.793494867
,Ru,4.8,La(OH)3,70.206,18000,1.01325,1,523.783,796.933,0.803592,0.70206,0.2394222,0.846254699
,Ru,4.8,La(OH)3,77.452,18000,1.01325,1,548.544,821.694,0.803592,0.77452,0.181193924,0.933597114
12,Ru,4.8,La2O2CO3  ,0.846,18000,1.01325,1,301.858,575.008,0.803592,0.00846,0.796793612,0.010197582
,Ru,4.8,La2O2CO3  ,1.513,18000,1.01325,1,325.802,598.952,0.803592,0.01513,0.791433653,0.01823752
,Ru,4.8,La2O2CO3  ,2.939,18000,1.01325,1,349.988,623.138,0.803592,0.02939,0.779974431,0.035426353
,Ru,4.8,La2O2CO3  ,7.838,18000,1.01325,1,377.941,651.091,0.803592,0.07838,0.740606459,0.094478311
,Ru,4.8,La2O2CO3  ,12.407,18000,1.01325,1,399.783,672.933,0.803592,0.12407,0.703890341,0.149552489
,Ru,4.8,La2O2CO3  ,18.605,18000,1.01325,1,426.696,699.846,0.803592,0.18605,0.654083708,0.224262437
,Ru,4.8,La2O2CO3  ,24.801,18000,1.01325,1,449.021,722.171,0.803592,0.24801,0.604293148,0.298948278
,Ru,4.8,La2O2CO3  ,29.581,18000,1.01325,1,461.941,735.091,0.803592,0.29581,0.56588145,0.356565824
,Ru,4.8,La2O2CO3  ,34.577,18000,1.01325,1,474.092,747.242,0.803592,0.34577,0.525733994,0.416787009
,Ru,4.8,La2O2CO3  ,38.055,18000,1.01325,1,486.778,759.928,0.803592,0.38055,0.497785064,0.458710403
,Ru,4.8,La2O2CO3  ,41.534,18000,1.01325,1,499.464,772.614,0.803592,0.41534,0.469828099,0.500645852
,Ru,4.8,La2O2CO3  ,45.446,18000,1.01325,1,513.162,786.312,0.803592,0.45446,0.43839158,0.54780063
,Ru,4.8,La2O2CO3  ,48.382,18000,1.01325,1,524.582,797.732,0.803592,0.48382,0.414798119,0.583190822
,Ru,4.8,La2O2CO3  ,54.362,18000,1.01325,1,548.44,821.59,0.803592,0.54362,0.366743317,0.655273025
13,Ru,4.8,Er2O3,3.698,18000,1.01325,1,300.365,573.515,0.803592,0.03698,0.773875168,0.044575248
,Ru,4.8,Er2O3,8.272,18000,1.01325,1,329.484,602.634,0.803592,0.08272,0.73711887,0.099709695
,Ru,4.8,Er2O3,11.343,18000,1.01325,1,348.732,621.882,0.803592,0.11343,0.712440559,0.136727161
,Ru,4.8,Er2O3,22.766,18000,1.01325,1,376.276,649.426,0.803592,0.22766,0.620646245,0.274418632
,Ru,4.8,Er2O3,33.507,18000,1.01325,1,400.527,673.677,0.803592,0.33507,0.534332429,0.403889357
,Ru,4.8,Er2O3,43.354,18000,1.01325,1,428.548,701.698,0.803592,0.43354,0.455202724,0.522583914
,Ru,4.8,Er2O3,51.561,18000,1.01325,1,450.311,723.461,0.803592,0.51561,0.389251929,0.621510107
,Ru,4.8,Er2O3,60.589,18000,1.01325,1,475.367,748.517,0.803592,0.60589,0.316703643,0.730332535
,Ru,4.8,Er2O3,65.034,18000,1.01325,1,488.059,761.209,0.803592,0.65034,0.280983979,0.783912032
,Ru,4.8,Er2O3,70.301,18000,1.01325,1,500.43,773.58,0.803592,0.70301,0.238658788,0.847399818
,Ru,4.8,Er2O3,73.856,18000,1.01325,1,512.127,785.277,0.803592,0.73856,0.210091092,0.890251361
,Ru,4.8,Er2O3,78.506,18000,1.01325,1,526.135,799.285,0.803592,0.78506,0.172724064,0.946301903
,Ru,4.8,Er2O3,82.198,18000,1.01325,1,538.327,811.477,0.803592,0.82198,0.143055448,0.990804828
,Ru,4.8,Er2O3,85.617,18000,1.01325,1,549.858,823.008,0.803592,0.85617,0.115580637,1.032017044
14,Ru,4.8,SiO2,0.976,18000,1.01325,1,302.857,576.007,0.803592,0.00976,0.795748942,0.011764587
,Ru,4.8,SiO2,3.755,18000,1.01325,1,350.321,623.471,0.803592,0.03755,0.77341712,0.045262319
,Ru,4.8,SiO2,7.611,18000,1.01325,1,376.384,649.534,0.803592,0.07611,0.742430613,0.091742081
,Ru,4.8,SiO2,12.44,18000,1.01325,1,400.422,673.572,0.803592,0.1244,0.703625155,0.149950267
,Ru,4.8,SiO2,19.897,18000,1.01325,1,426.869,700.019,0.803592,0.19897,0.6437013,0.23983605
,Ru,4.8,SiO2,26.756,18000,1.01325,1,450.522,723.672,0.803592,0.26756,0.588582924,0.322513613
,Ru,4.8,SiO2,32.812,18000,1.01325,1,463.829,736.979,0.803592,0.32812,0.539917393,0.395511911
,Ru,4.8,SiO2,39.27,18000,1.01325,1,476.891,750.041,0.803592,0.3927,0.488021422,0.473355868
,Ru,4.8,SiO2,43.383,18000,1.01325,1,488.746,761.896,0.803592,0.43383,0.454969683,0.522933476
,Ru,4.8,SiO2,46.976,18000,1.01325,1,499.634,772.784,0.803592,0.46976,0.426096622,0.566243067
,Ru,4.8,SiO2,51.878,18000,1.01325,1,513.248,786.398,0.803592,0.51878,0.386704542,0.625331187
,Ru,4.8,SiO2,55.782,18000,1.01325,1,524.685,797.835,0.803592,0.55782,0.355332311,0.672389534
,Ru,4.8,SiO2,59.593,18000,1.01325,1,537.334,810.484,0.803592,0.59593,0.324707419,0.718326871
,Ru,4.8,SiO2,62.939,18000,1.01325,1,548.746,821.896,0.803592,0.62939,0.297819231,0.758659153
15,Ru,3.5,CNTs,5.922,6000,1.01325,1,320.354,593.504,0.267864,0.05922,0.252001094,0.023794359
,Ru,3.5,CNTs,6.162,6000,1.01325,1,335.507,608.657,0.267864,0.06162,0.25135822,0.02475867
,Ru,3.5,CNTs,6.522,6000,1.01325,1,349.663,622.813,0.267864,0.06522,0.25039391,0.026205135
,Ru,3.5,CNTs,8.304,6000,1.01325,1,376.727,649.877,0.267864,0.08304,0.245620573,0.03336514
,Ru,3.5,CNTs,9.82,6000,1.01325,1,400.194,673.344,0.267864,0.0982,0.241559755,0.039456367
,Ru,3.5,CNTs,11.755,6000,1.01325,1,413.667,686.817,0.267864,0.11755,0.236376587,0.04723112
,Ru,3.5,CNTs,14.393,6000,1.01325,1,424.969,698.119,0.267864,0.14393,0.229310334,0.057830498
,Ru,3.5,CNTs,17.704,6000,1.01325,1,437.26,710.41,0.267864,0.17704,0.220441357,0.071133964
,Ru,3.5,CNTs,21.214,6000,1.01325,1,450.062,723.212,0.267864,0.21214,0.211039331,0.085237003
,Ru,3.5,CNTs,27.7,6000,1.01325,1,463.068,736.218,0.267864,0.277,0.193665672,0.111297492
,Ru,3.5,CNTs,33.732,6000,1.01325,1,475.218,748.368,0.267864,0.33732,0.177508116,0.135533827
,Ru,3.5,CNTs,40.671,6000,1.01325,1,483.567,756.717,0.267864,0.40671,0.158921033,0.163414451
,Ru,3.5,CNTs,45.668,6000,1.01325,1,489.885,763.035,0.267864,0.45668,0.145535868,0.183492197
,Ru,3.5,CNTs,54.982,6000,1.01325,1,499.746,772.896,0.267864,0.54982,0.120587016,0.220915477
16,Ru,3,SiO2,6.072,6000,1.01325,1,300.31,573.46,0.267864,0.06072,0.251599298,0.024397053
,Ru,3,SiO2,9.37,6000,1.01325,1,327.189,600.339,0.267864,0.0937,0.242765143,0.037648285
,Ru,3,SiO2,14.243,6000,1.01325,1,350.077,623.227,0.267864,0.14243,0.22971213,0.057227804
,Ru,3,SiO2,18.904,6000,1.01325,1,370.845,643.995,0.267864,0.18904,0.217226989,0.075955516
,Ru,3,SiO2,23.714,6000,1.01325,1,385.674,658.824,0.267864,0.23714,0.204342731,0.095281903
,Ru,3,SiO2,28.786,6000,1.01325,1,400.585,673.735,0.267864,0.28786,0.190756669,0.115660997
,Ru,3,SiO2,32.876,6000,1.01325,1,413.622,686.772,0.267864,0.32876,0.179801031,0.132094453
,Ru,3,SiO2,37.406,6000,1.01325,1,425.027,698.177,0.267864,0.37406,0.167666792,0.150295812
,Ru,3,SiO2,47.156,6000,1.01325,1,439.164,712.314,0.267864,0.47156,0.141550052,0.189470922
,Ru,3,SiO2,55.426,6000,1.01325,1,450.179,723.329,0.267864,0.55426,0.119397699,0.222699451
,Ru,3,SiO2,64.113,6000,1.01325,1,463.417,736.567,0.267864,0.64113,0.096128354,0.257603469
,Ru,3,SiO2,71.847,6000,1.01325,1,475.118,748.268,0.267864,0.71847,0.075411752,0.288678372
,Ru,3,SiO2,78.987,6000,1.01325,1,488.958,762.108,0.267864,0.78987,0.056286262,0.317366607
,Ru,3,SiO2,84.342,6000,1.01325,1,499.723,772.873,0.267864,0.84342,0.041942145,0.338882782
17,Ru,5,SiO2,3.448,6000,1.01325,1,301.393,574.543,0.267864,0.03448,0.258628049,0.013853926
,Ru,5,SiO2,10.645,6000,1.01325,1,335.537,608.687,0.267864,0.10645,0.239349877,0.042771184
,Ru,5,SiO2,13.343,6000,1.01325,1,350.187,623.337,0.267864,0.13343,0.232122906,0.05361164
,Ru,5,SiO2,20.69,6000,1.01325,1,368.705,641.855,0.267864,0.2069,0.212442938,0.083131592
,Ru,5,SiO2,29.535,6000,1.01325,1,390.885,664.035,0.267864,0.29535,0.188750368,0.118670449
,Ru,5,SiO2,33.658,6000,1.01325,1,400.466,673.616,0.267864,0.33658,0.177706335,0.135236498
,Ru,5,SiO2,40.18,6000,1.01325,1,414.784,687.934,0.267864,0.4018,0.160236245,0.161441633
,Ru,5,SiO2,45.427,6000,1.01325,1,425.549,698.699,0.267864,0.45427,0.146181421,0.182523869
,Ru,5,SiO2,55.622,6000,1.01325,1,439.104,712.254,0.267864,0.55622,0.118872686,0.223486971
,Ru,5,SiO2,62.804,6000,1.01325,1,449.65,722.8,0.267864,0.62804,0.099634693,0.25234396
,Ru,5,SiO2,70.615,6000,1.01325,1,462.348,735.498,0.267864,0.70615,0.078711836,0.283728245
,Ru,5,SiO2,77.559,6000,1.01325,1,474.25,747.4,0.267864,0.77559,0.06011136,0.31162896
