Number,Catalyst,Doping wt%,Support (Promoter),NH3 conversion (%),GHSV (mL g-1 h-1),Pressure (bar),Pressure (atm),Temperature (C),Temperature (K),NH3 in (mol g-1 h-1),NH3 conversion,NH3 out (mol g-1 h-1),Reaction rate (mol H2 g-1 h-1)
,Ru,2,SiCe-100-1,94.999,24000,1.01325,1,489.361,762.511,1.071456,0.94999,0.053583515,1.526808728
,Ru,2,SiCe-100-1,99.804,24000,1.01325,1,499.323,772.473,1.071456,0.99804,0.002100054,1.604033919
64,Ru,2,SiCe-100-3,2.411,24000,1.01325,1,302.209,575.359,1.071456,0.02411,1.045623196,0.038749206
,Ru,2,SiCe-100-3,5.001,24000,1.01325,1,325.753,598.903,1.071456,0.05001,1.017872485,0.080375272
,Ru,2,SiCe-100-3,8.593,24000,1.01325,1,350.454,623.604,1.071456,0.08593,0.979385786,0.138105321
,Ru,2,SiCe-100-3,12.918,24000,1.01325,1,361.338,634.488,1.071456,0.12918,0.933045314,0.207616029
,Ru,2,SiCe-100-3,22.435,24000,1.01325,1,386.039,659.189,1.071456,0.22435,0.831074846,0.36057173
,Ru,2,SiCe-100-3,28.49,24000,1.01325,1,400.9,674.05,1.071456,0.2849,0.766198186,0.457886722
,Ru,2,SiCe-100-3,38.65,24000,1.01325,1,417.617,690.767,1.071456,0.3865,0.657338256,0.621176616
,Ru,2,SiCe-100-3,52.376,24000,1.01325,1,439.765,712.915,1.071456,0.52376,0.510270205,0.841778692
,Ru,2,SiCe-100-3,59.185,24000,1.01325,1,450,723.15,1.071456,0.59185,0.437314766,0.95121185
,Ru,2,SiCe-100-3,67.29,24000,1.01325,1,462.324,735.474,1.071456,0.6729,0.350473258,1.081474114
,Ru,2,SiCe-100-3,85.554,24000,1.01325,1,488.636,761.786,1.071456,0.85554,0.154782534,1.375010199
,Ru,2,SiCe-100-3,92.364,24000,1.01325,1,499.92,773.07,1.071456,0.92364,0.08181638,1.48445943
,Ru,2,SiCe-100-3,96.59,24000,1.01325,1,526.553,799.703,1.071456,0.9659,0.03653665,1.552379026
,Ru,2,SiCe-100-3,99.193,24000,1.01325,1,548.16,821.31,1.071456,0.99193,0.00864665,1.594214025
65,Ru,2,SiCe-100-5,1.362,24000,1.01325,1,301.841,574.991,1.071456,0.01362,1.056862769,0.021889846
,Ru,2,SiCe-100-5,3.415,24000,1.01325,1,325.899,599.049,1.071456,0.03415,1.034865778,0.054885334
,Ru,2,SiCe-100-5,6.15,24000,1.01325,1,350.48,623.63,1.071456,0.0615,1.005561456,0.098841816
,Ru,2,SiCe-100-5,13.512,24000,1.01325,1,377.671,650.821,1.071456,0.13512,0.926680865,0.217162702
,Ru,2,SiCe-100-5,20.054,24000,1.01325,1,400.105,673.255,1.071456,0.20054,0.856586214,0.322304679
,Ru,2,SiCe-100-5,29.59,24000,1.01325,1,421.194,694.344,1.071456,0.2959,0.75441217,0.475565746
,Ru,2,SiCe-100-5,37.082,24000,1.01325,1,438.33,711.48,1.071456,0.37082,0.674138686,0.595975971
,Ru,2,SiCe-100-5,42.939,24000,1.01325,1,450.188,723.338,1.071456,0.42939,0.611383508,0.690108738
,Ru,2,SiCe-100-5,54.378,24000,1.01325,1,469.674,742.824,1.071456,0.54378,0.488819656,0.873954516
,Ru,2,SiCe-100-5,66.226,24000,1.01325,1,489.421,762.571,1.071456,0.66226,0.361873549,1.064373676
,Ru,2,SiCe-100-5,72.626,24000,1.01325,1,499.688,772.838,1.071456,0.72626,0.293300365,1.167233452
,Ru,2,SiCe-100-5,81.752,24000,1.01325,1,519.722,792.872,1.071456,0.81752,0.195519291,1.313905064
,Ru,2,SiCe-100-5,89.381,24000,1.01325,1,537.915,811.065,1.071456,0.89381,0.113777913,1.436517131
,Ru,2,SiCe-100-5,93.877,24000,1.01325,1,549.255,822.405,1.071456,0.93877,0.065605251,1.508776124
66,Ru,2,Al2O3  ,0.862,10000,1.01325,1,352.256,625.406,0.44644,0.00862,0.442591687,0.005772469
,Ru,2,Al2O3  ,2.226,10000,1.01325,1,368.42,641.57,0.44644,0.02226,0.436502246,0.014906632
,Ru,2,Al2O3  ,3.438,10000,1.01325,1,377.88,651.03,0.44644,0.03438,0.431091393,0.023022911
,Ru,2,Al2O3  ,4.408,10000,1.01325,1,389.144,662.294,0.44644,0.04408,0.426760925,0.029518613
,Ru,2,Al2O3  ,5.928,10000,1.01325,1,401.774,674.924,0.44644,0.05928,0.419975037,0.039697445
,Ru,2,Al2O3  ,10.978,10000,1.01325,1,416.598,689.748,0.44644,0.10978,0.397429817,0.073515275
,Ru,2,Al2O3  ,15.137,10000,1.01325,1,427.846,700.996,0.44644,0.15137,0.378862377,0.101366434
,Ru,2,Al2O3  ,18.679,10000,1.01325,1,437.725,710.875,0.44644,0.18679,0.363049472,0.125085791
,Ru,2,Al2O3  ,23.895,10000,1.01325,1,450.276,723.426,0.44644,0.23895,0.339763162,0.160015257
,Ru,2,Al2O3  ,30.163,10000,1.01325,1,462.257,735.407,0.44644,0.30163,0.311780303,0.201989546
,Ru,2,Al2O3  ,34.093,10000,1.01325,1,469.703,742.853,0.44644,0.34093,0.294235211,0.228307184
,Ru,2,Al2O3  ,42.919,10000,1.01325,1,485.174,758.324,0.44644,0.42919,0.254832416,0.287411375
,Ru,2,Al2O3  ,46.156,10000,1.01325,1,490.944,764.094,0.44644,0.46156,0.240381154,0.30908827
,Ru,2,Al2O3  ,51.757,10000,1.01325,1,500.661,773.811,0.44644,0.51757,0.215376049,0.346595926
67,Ru,2,La2O3-Al2O3,3.578,10000,1.01325,1,354.152,627.302,0.44644,0.03578,0.430466377,0.023960435
,Ru,2,La2O3-Al2O3,6.469,10000,1.01325,1,367.708,640.858,0.44644,0.06469,0.417559796,0.043320305
,Ru,2,La2O3-Al2O3,9.063,10000,1.01325,1,377.759,650.909,0.44644,0.09063,0.405979143,0.060691286
,Ru,2,La2O3-Al2O3,11.003,10000,1.01325,1,386.974,660.124,0.44644,0.11003,0.397318207,0.07368269
,Ru,2,La2O3-Al2O3,15.002,10000,1.01325,1,400.478,673.628,0.44644,0.15002,0.379465071,0.100462393
,Ru,2,La2O3-Al2O3,21.783,10000,1.01325,1,415.626,688.776,0.44644,0.21783,0.349191975,0.145872038
,Ru,2,La2O3-Al2O3,27.088,10000,1.01325,1,426.283,699.433,0.44644,0.27088,0.325508333,0.181397501
,Ru,2,La2O3-Al2O3,33.347,10000,1.01325,1,438.999,712.149,0.44644,0.33347,0.297565653,0.22331152
,Ru,2,La2O3-Al2O3,39.857,10000,1.01325,1,451.38,724.53,0.44644,0.39857,0.268502409,0.266906386
,Ru,2,La2O3-Al2O3,45.912,10000,1.01325,1,460.695,733.845,0.44644,0.45912,0.241470467,0.307454299
,Ru,2,La2O3-Al2O3,50.227,10000,1.01325,1,466.639,739.789,0.44644,0.50227,0.222206581,0.336350128
,Ru,2,La2O3-Al2O3,58.66,10000,1.01325,1,480.097,753.247,0.44644,0.5866,0.184558296,0.392822556
,Ru,2,La2O3-Al2O3,67.434,10000,1.01325,1,492.666,765.816,0.44644,0.67434,0.14538765,0.451578524
,Ru,2,La2O3-Al2O3,72.904,10000,1.01325,1,500.923,774.073,0.44644,0.72904,0.120967382,0.488208926
68,Ru,2,La2O2CO3-Al2O3,4.828,10000,1.01325,1,352.556,625.706,0.44644,0.04828,0.424885877,0.032331185
,Ru,2,La2O2CO3-Al2O3,8.826,10000,1.01325,1,367.94,641.09,0.44644,0.08826,0.407037206,0.059104192
,Ru,2,La2O2CO3-Al2O3,11.224,10000,1.01325,1,377.242,650.392,0.44644,0.11224,0.396331574,0.075162638
,Ru,2,La2O2CO3-Al2O3,14.08,10000,1.01325,1,388.154,661.304,0.44644,0.1408,0.383581248,0.094288128
,Ru,2,La2O2CO3-Al2O3,18.416,10000,1.01325,1,400.864,674.014,0.44644,0.18416,0.36422361,0.123324586
,Ru,2,La2O2CO3-Al2O3,26.625,10000,1.01325,1,417.176,690.326,0.44644,0.26625,0.32757535,0.178296975
,Ru,2,La2O2CO3-Al2O3,33.463,10000,1.01325,1,428.3,701.45,0.44644,0.33463,0.297047783,0.224088326
,Ru,2,La2O2CO3-Al2O3,40.188,10000,1.01325,1,440.494,713.644,0.44644,0.40188,0.267024693,0.269122961
,Ru,2,La2O2CO3-Al2O3,46.57,10000,1.01325,1,450.544,723.694,0.44644,0.4657,0.238532892,0.311860662
,Ru,2,La2O2CO3-Al2O3,56.143,10000,1.01325,1,465.618,738.768,0.44644,0.56143,0.195795191,0.375967214
,Ru,2,La2O2CO3-Al2O3,60.587,10000,1.01325,1,472.26,745.41,0.44644,0.60587,0.175955397,0.405726904
,Ru,2,La2O2CO3-Al2O3,67.995,10000,1.01325,1,483.567,756.717,0.44644,0.67995,0.142883122,0.455335317
,Ru,2,La2O2CO3-Al2O3,72.78,10000,1.01325,1,490.212,763.362,0.44644,0.7278,0.121520968,0.487378548
,Ru,2,La2O2CO3-Al2O3,80.187,10000,1.01325,1,500.627,773.777,0.44644,0.80187,0.088453157,0.536980264
69,Ru,1,CNF,1.871,6500,1.01325,1,301.284,574.434,0.290186,0.01871,0.28475662,0.00814407
,Ru,1,CNF,2.703,6500,1.01325,1,316.674,589.824,0.290186,0.02703,0.282342272,0.011765591
,Ru,1,CNF,4.096,6500,1.01325,1,337.247,610.397,0.290186,0.04096,0.278299981,0.017829028
,Ru,1,CNF,5.57,6500,1.01325,1,350.855,624.005,0.290186,0.0557,0.27402264,0.02424504
,Ru,1,CNF,8.457,6500,1.01325,1,363.204,636.354,0.290186,0.08457,0.26564497,0.036811545
,Ru,1,CNF,13.193,6500,1.01325,1,384.527,657.677,0.290186,0.13193,0.251901761,0.057426358
,Ru,1,CNF,17.321,6500,1.01325,1,400.698,673.848,0.290186,0.17321,0.239922883,0.075394676
,Ru,1,CNF,23.868,6500,1.01325,1,412.501,685.651,0.290186,0.23868,0.220924406,0.103892392
,Ru,1,CNF,35.069,6500,1.01325,1,435.197,708.347,0.290186,0.35069,0.188420672,0.152647993
,Ru,1,CNF,43.493,6500,1.01325,1,449.799,722.949,0.290186,0.43493,0.163975403,0.189315895
,Ru,1,CNF,53.293,6500,1.01325,1,462.872,736.022,0.290186,0.53293,0.135537175,0.231973237
,Ru,1,CNF,65.194,6500,1.01325,1,477.293,750.443,0.290186,0.65194,0.101002139,0.283775791
,Ru,1,CNF,74.975,6500,1.01325,1,489.175,762.325,0.290186,0.74975,0.072619047,0.32635043
,Ru,1,CNF,82.96,6500,1.01325,1,499.138,772.288,0.290186,0.8296,0.049447694,0.361107458
70,Ru,3.2,CNF,3.088,6500,1.01325,1,302.411,575.561,0.290186,0.03088,0.281225056,0.013441416
,Ru,3.2,CNF,5.296,6500,1.01325,1,318.813,591.963,0.290186,0.05296,0.274817749,0.023052376
,Ru,3.2,CNF,7.934,6500,1.01325,1,336.663,609.813,0.290186,0.07934,0.267162643,0.034535036
,Ru,3.2,CNF,10.346,6500,1.01325,1,350.5,623.65,0.290186,0.10346,0.260163356,0.045033965
,Ru,3.2,CNF,16.991,6500,1.01325,1,364.886,638.036,0.290186,0.16991,0.240880497,0.073958255
,Ru,3.2,CNF,27.293,6500,1.01325,1,386.363,659.513,0.290186,0.27293,0.210985535,0.118800697
,Ru,3.2,CNF,34.643,6500,1.01325,1,400.748,673.898,0.290186,0.34643,0.189656864,0.150793704
,Ru,3.2,CNF,43.197,6500,1.01325,1,410.253,683.403,0.290186,0.43197,0.164834354,0.18802747
,Ru,3.2,CNF,54.005,6500,1.01325,1,422.746,695.896,0.290186,0.54005,0.133471051,0.235072424
,Ru,3.2,CNF,67.59,6500,1.01325,1,438.479,711.629,0.290186,0.6759,0.094049283,0.294205076
,Ru,3.2,CNF,77.371,6500,1.01325,1,449.851,723.001,0.290186,0.77371,0.06566619,0.336779715
,Ru,3.2,CNF,83.57,6500,1.01325,1,464.47,737.62,0.290186,0.8357,0.04767756,0.36376266
,Ru,3.2,CNF,91.392,6500,1.01325,1,484.358,757.508,0.290186,0.91392,0.024979211,0.397810184
,Ru,3.2,CNF,97.262,6500,1.01325,1,498.73,771.88,0.290186,0.97262,0.007945293,0.423361061
71,Ru,5.5,CNF,4.648,6500,1.01325,1,303.797,576.947,0.290186,0.04648,0.276698155,0.020231768
,Ru,5.5,CNF,7.532,6500,1.01325,1,318.701,591.851,0.290186,0.07532,0.26832919,0.032785214
,Ru,5.5,CNF,10.638,6500,1.01325,1,335.404,608.554,0.290186,0.10638,0.259316013,0.04630498
,Ru,5.5,CNF,13.671,6500,1.01325,1,350.435,623.585,0.290186,0.13671,0.250514672,0.059506992
,Ru,5.5,CNF,20.868,6500,1.01325,1,362.609,635.759,0.290186,0.20868,0.229629986,0.090834022
,Ru,5.5,CNF,33.409,6500,1.01325,1,382.852,656.002,0.290186,0.33409,0.193237759,0.145422361
,Ru,5.5,CNF,44.317,6500,1.01325,1,400.148,673.298,0.290186,0.44317,0.16158427,0.192902594
,Ru,5.5,CNF,52.261,6500,1.01325,1,408.458,681.608,0.290186,0.52261,0.138531895,0.227481158
,Ru,5.5,CNF,65.548,6500,1.01325,1,425.095,698.245,0.290186,0.65548,0.099974881,0.285316679
,Ru,5.5,CNF,76.535,6500,1.01325,1,438.273,711.423,0.290186,0.76535,0.068092145,0.333140783
,Ru,5.5,CNF,85.865,6500,1.01325,1,449.387,722.537,0.290186,0.85865,0.041017791,0.373752313
,Ru,5.5,CNF,89.569,6500,1.01325,1,462.432,735.582,0.290186,0.89569,0.030269302,0.389875048
,Ru,5.5,CNF,94.865,6500,1.01325,1,483.826,756.976,0.290186,0.94865,0.014901051,0.412927423
,Ru,5.5,CNF,97.62,6500,1.01325,1,494.644,767.794,0.290186,0.9762,0.006906427,0.42491936
72,Ru,7.9,CNF,5.054,6500,1.01325,1,302.074,575.224,0.290186,0.05054,0.27552,0.021999001
,Ru,7.9,CNF,9.243,6500,1.01325,1,316.889,590.039,0.290186,0.09243,0.263364108,0.040232838
,Ru,7.9,CNF,13.836,6500,1.01325,1,332.296,605.446,0.290186,0.13836,0.250035865,0.060225202
,Ru,7.9,CNF,19.428,6500,1.01325,1,350.441,623.591,0.290186,0.19428,0.233808664,0.084566004
,Ru,7.9,CNF,30.851,6500,1.01325,1,366.838,639.988,0.290186,0.30851,0.200660717,0.134287924
,Ru,7.9,CNF,42.751,6500,1.01325,1,382.893,656.043,0.290186,0.42751,0.166128583,0.186086125
,Ru,7.9,CNF,55.711,6500,1.01325,1,400.125,673.275,0.290186,0.55711,0.128520478,0.242498284
,Ru,7.9,CNF,63.605,6500,1.01325,1,410.938,684.088,0.290186,0.63605,0.105613195,0.276859208
,Ru,7.9,CNF,72.088,6500,1.01325,1,422.726,695.876,0.290186,0.72088,0.080996716,0.313783926
,Ru,7.9,CNF,81.514,6500,1.01325,1,435.326,708.476,0.290186,0.81514,0.053643784,0.354813324
,Ru,7.9,CNF,91.833,6500,1.01325,1,450.009,723.159,0.290186,0.91833,0.023699491,0.399729764
,Ru,7.9,CNF,93.641,6500,1.01325,1,460.16,733.31,0.290186,0.93641,0.018452928,0.407599608
,Ru,7.9,CNF,95.868,6500,1.01325,1,476.277,749.427,0.290186,0.95868,0.011990486,0.417293272
,Ru,7.9,CNF,98.332,6500,1.01325,1,493.189,766.339,0.290186,0.98332,0.004840302,0.428018546
