Number,Catalyst,Doping wt%,Support (Promoter),NH3 conversion (%),GHSV (mL g-1 h-1),Pressure (bar),Pressure (atm),Temperature (C),Temperature (K),NH3 in (mol g-1 h-1),NH3 conversion,NH3 out (mol g-1 h-1),Reaction rate (mol H2 g-1 h-1)
18,Ni,10,SiO2,11.667,30000,1.01325,1,452.739,725.889,1.33932,0.11667,1.183061536,0.234387697
,Ni,10,SiO2,18.072,30000,1.01325,1,469.025,742.175,1.33932,0.18072,1.09727809,0.363062866
,Ni,10,SiO2,24.212,30000,1.01325,1,487.809,760.959,1.33932,0.24212,1.015043842,0.486414238
,Ni,10,SiO2,29.121,30000,1.01325,1,500.336,773.486,1.33932,0.29121,0.949296623,0.585035066
,Ni,10,SiO2,41.473,30000,1.01325,1,520.41,793.56,1.33932,0.41473,0.783863816,0.833184275
,Ni,10,SiO2,53.379,30000,1.01325,1,540.481,813.631,1.33932,0.53379,0.624404377,1.072373434
,Ni,10,SiO2,59.895,30000,1.01325,1,550.104,823.254,1.33932,0.59895,0.537134286,1.203278571
,Ni,10,SiO2,67.886,30000,1.01325,1,564.734,837.884,1.33932,0.67886,0.430109225,1.363816163
,Ni,10,SiO2,75.467,30000,1.01325,1,577.279,850.429,1.33932,0.75467,0.328575376,1.516116937
,Ni,10,SiO2,82.817,30000,1.01325,1,590.239,863.389,1.33932,0.82817,0.230135356,1.663776967
,Ni,10,SiO2,89.09,30000,1.01325,1,601.11,874.26,1.33932,0.8909,0.146119812,1.789800282
,Ni,10,SiO2,91.28,30000,1.01325,1,616.535,889.685,1.33932,0.9128,0.116788704,1.833796944
,Ni,10,SiO2,94.117,30000,1.01325,1,633.214,906.364,1.33932,0.94117,0.078792196,1.890791707
,Ni,10,SiO2,95.868,30000,1.01325,1,648.22,921.37,1.33932,0.95868,0.055340702,1.925968946
19,Ni,20,SiO2,15.458,30000,1.01325,1,452.348,725.498,1.33932,0.15458,1.132287914,0.310548128
,Ni,20,SiO2,22.544,30000,1.01325,1,467.806,740.956,1.33932,0.22544,1.037383699,0.452904451
,Ni,20,SiO2,30.437,30000,1.01325,1,488.266,761.416,1.33932,0.30437,0.931671172,0.611473243
,Ni,20,SiO2,35.785,30000,1.01325,1,501.213,774.363,1.33932,0.35785,0.860044338,0.718913493
,Ni,20,SiO2,42.072,30000,1.01325,1,511.251,784.401,1.33932,0.42072,0.77584129,0.845218066
,Ni,20,SiO2,49.249,30000,1.01325,1,521.294,794.444,1.33932,0.49249,0.679718293,0.98940256
,Ni,20,SiO2,62.957,30000,1.01325,1,540.128,813.278,1.33932,0.62957,0.496124308,1.264793539
,Ni,20,SiO2,70.12,30000,1.01325,1,551.004,824.154,1.33932,0.7012,0.400188816,1.408696776
,Ni,20,SiO2,75.273,30000,1.01325,1,562.284,835.434,1.33932,0.75273,0.331173656,1.512219515
,Ni,20,SiO2,83.271,30000,1.01325,1,576.498,849.648,1.33932,0.83271,0.224054843,1.672897736
,Ni,20,SiO2,89.502,30000,1.01325,1,589.867,863.017,1.33932,0.89502,0.140601814,1.79807728
,Ni,20,SiO2,94.648,30000,1.01325,1,601.563,874.713,1.33932,0.94648,0.071680406,1.90145939
,Ni,20,SiO2,95.995,30000,1.01325,1,627.395,900.545,1.33932,0.95995,0.053639766,1.928520351
,Ni,20,SiO2,96.529,30000,1.01325,1,648.64,921.79,1.33932,0.96529,0.046487797,1.939248304
20,Ni,5,MWCNTs,6.3189,6000,1.01325,1,401.119,674.269,0.267864,0.063189,0.250937942,0.025389087
,Ni,5,MWCNTs,8.5855,6000,1.01325,1,408.724,681.874,0.267864,0.085855,0.244866536,0.034496196
,Ni,5,MWCNTs,10.9709,6000,1.01325,1,417.498,690.648,0.267864,0.109709,0.238476908,0.044080637
,Ni,5,MWCNTs,13.2377,6000,1.01325,1,424.908,698.058,0.267864,0.132377,0.232404967,0.053188549
,Ni,5,MWCNTs,17.5354,6000,1.01325,1,435.642,708.792,0.267864,0.175354,0.220892976,0.070456536
,Ni,5,MWCNTs,20.9982,6000,1.01325,1,443.257,716.407,0.267864,0.209982,0.211617382,0.084369928
,Ni,5,MWCNTs,24.2224,6000,1.01325,1,450.091,723.241,0.267864,0.242224,0.20298091,0.097324634
,Ni,5,MWCNTs,29.3585,6000,1.01325,1,459.47,732.62,0.267864,0.293585,0.189223148,0.117961279
,Ni,5,MWCNTs,34.8539,6000,1.01325,1,468.267,741.417,0.267864,0.348539,0.174502949,0.140041576
,Ni,5,MWCNTs,39.0345,6000,1.01325,1,475.693,748.843,0.267864,0.390345,0.163304627,0.15683906
,Ni,5,MWCNTs,45.965,6000,1.01325,1,484.891,758.041,0.267864,0.45965,0.144740312,0.184685531
,Ni,5,MWCNTs,49.6695,6000,1.01325,1,489.394,762.544,0.267864,0.496695,0.134817291,0.199570064
,Ni,5,MWCNTs,52.8955,6000,1.01325,1,494.089,767.239,0.267864,0.528955,0.126175998,0.212532003
,Ni,5,MWCNTs,57.9138,6000,1.01325,1,501.132,774.282,0.267864,0.579138,0.112733779,0.232695332
21,Ni,5,AC-1,2.1326,6000,1.01325,1,400.698,673.848,0.267864,0.021326,0.262151532,0.008568701
,Ni,5,AC-1,3.2022,6000,1.01325,1,409.461,682.611,0.267864,0.032022,0.259286459,0.012866312
,Ni,5,AC-1,4.392,6000,1.01325,1,417.447,690.597,0.267864,0.04392,0.256099413,0.01764688
,Ni,5,AC-1,5.1033,6000,1.01325,1,425.429,698.579,0.267864,0.051033,0.254194096,0.020504855
,Ni,5,AC-1,6.4126,6000,1.01325,1,433.61,706.76,0.267864,0.064126,0.250686953,0.02576557
,Ni,5,AC-1,7.8393,6000,1.01325,1,444.516,717.666,0.267864,0.078393,0.246865337,0.031497994
,Ni,5,AC-1,8.9112,6000,1.01325,1,450.361,723.511,0.267864,0.089112,0.243994103,0.035804845
,Ni,5,AC-1,10.5801,6000,1.01325,1,457.573,730.723,0.267864,0.105801,0.239523721,0.042510419
,Ni,5,AC-1,13.2031,6000,1.01325,1,468.293,741.443,0.267864,0.132031,0.232497648,0.053049528
,Ni,5,AC-1,14.872,6000,1.01325,1,475.505,748.655,0.267864,0.14872,0.228027266,0.059755101
,Ni,5,AC-1,18.6926,6000,1.01325,1,484.484,757.634,0.267864,0.186926,0.217793254,0.075106119
,Ni,5,AC-1,20.961,6000,1.01325,1,489.949,763.099,0.267864,0.20961,0.211717027,0.08422046
,Ni,5,AC-1,22.3928,6000,1.01325,1,494.435,767.585,0.267864,0.223928,0.20788175,0.089973375
,Ni,5,AC-1,24.7805,6000,1.01325,1,500.29,773.44,0.267864,0.247805,0.201485961,0.099567058
22,Ni,5,AC-2,0.6971,6000,1.01325,1,400.881,674.031,0.267864,0.006971,0.26599672,0.00280092
,Ni,5,AC-2,1.0474,6000,1.01325,1,411.584,684.734,0.267864,0.010474,0.265058392,0.004208411
,Ni,5,AC-2,1.4,6000,1.01325,1,419.369,692.519,0.267864,0.014,0.264113904,0.005625144
,Ni,5,AC-2,1.6344,6000,1.01325,1,425.402,698.552,0.267864,0.016344,0.263486031,0.006566954
,Ni,5,AC-2,1.7466,6000,1.01325,1,434.741,707.891,0.267864,0.017466,0.263185487,0.007017769
,Ni,5,AC-2,2.3373,6000,1.01325,1,444.084,717.234,0.267864,0.023373,0.261603215,0.009391178
,Ni,5,AC-2,3.0498,6000,1.01325,1,450.51,723.66,0.267864,0.030498,0.259694684,0.012253974
,Ni,5,AC-2,3.1618,6000,1.01325,1,460.044,733.194,0.267864,0.031618,0.259394676,0.012703986
,Ni,5,AC-2,3.7537,6000,1.01325,1,467.831,740.981,0.267864,0.037537,0.257809189,0.015082216
,Ni,5,AC-2,3.9868,6000,1.01325,1,475.615,748.765,0.267864,0.039868,0.257184798,0.016018803
,Ni,5,AC-2,4.6995,6000,1.01325,1,481.846,754.996,0.267864,0.046995,0.255275731,0.018882403
,Ni,5,AC-2,5.2924,6000,1.01325,1,488.271,761.421,0.267864,0.052924,0.253687566,0.021264652
,Ni,5,AC-2,5.7652,6000,1.01325,1,495.473,768.623,0.267864,0.057652,0.252421105,0.023164343
,Ni,5,AC-2,6.4793,6000,1.01325,1,499.953,773.103,0.267864,0.064793,0.250508288,0.026033568
23,Ni,20,SMR,8.006,6000,1.01325,1,198.537,471.687,0.267864,0.08006,0.246418808,0.032167788
,Ni,20,SMR,13.9,6000,1.01325,1,302.278,575.428,0.267864,0.139,0.230630904,0.055849644
,Ni,20,SMR,18.34,6000,1.01325,1,357.08,630.23,0.267864,0.1834,0.218737742,0.073689386
,Ni,20,SMR,21.679,6000,1.01325,1,399.103,672.253,0.267864,0.21679,0.209793763,0.087105355
,Ni,20,SMR,33.243,6000,1.01325,1,420.235,693.385,0.267864,0.33243,0.17881797,0.133569044
,Ni,20,SMR,48.908,6000,1.01325,1,450.589,723.739,0.267864,0.48908,0.136857075,0.196510388
,Ni,20,SMR,67.158,6000,1.01325,1,484.858,758.008,0.267864,0.67158,0.087971895,0.269838158
,Ni,20,SMR,74.524,6000,1.01325,1,499.77,772.92,0.267864,0.74524,0.068241033,0.299434451
,Ni,20,SMR,79.801,6000,1.01325,1,524.198,797.348,0.267864,0.79801,0.054105849,0.320637226
,Ni,20,SMR,86.894,6000,1.01325,1,554.389,827.539,0.267864,0.86894,0.035106256,0.349136616
,Ni,20,SMR,93.774,6000,1.01325,1,583.97,857.12,0.267864,0.93774,0.016677213,0.376780181
,Ni,20,SMR,96.999,6000,1.01325,1,595.712,868.862,0.267864,0.96999,0.008038599,0.389738102
,Ni,20,SMR,98.295,6000,1.01325,1,651.671,924.821,0.267864,0.98295,0.004567081,0.394945378
,Ni,20,SMR,99.177,6000,1.01325,1,697.372,970.522,0.267864,0.99177,0.002204521,0.398489219
24,Ni,15,SMR,6.687,6000,1.01325,1,199.721,472.871,0.267864,0.06687,0.249951934,0.026868099
,Ni,15,SMR,8.532,6000,1.01325,1,251.56,524.71,0.267864,0.08532,0.245009844,0.034281235
,Ni,15,SMR,11.466,6000,1.01325,1,304.322,577.472,0.267864,0.11466,0.237150714,0.046069929
,Ni,15,SMR,14.196,6000,1.01325,1,329.942,603.092,0.267864,0.14196,0.229838027,0.05703896
,Ni,15,SMR,19.634,6000,1.01325,1,374.897,648.047,0.267864,0.19634,0.215271582,0.078888627
,Ni,15,SMR,23.241,6000,1.01325,1,401.299,674.449,0.267864,0.23241,0.205609728,0.093381408
,Ni,15,SMR,38.218,6000,1.01325,1,430.225,703.375,0.267864,0.38218,0.165491736,0.153558395
,Ni,15,SMR,58.792,6000,1.01325,1,467.495,740.645,0.267864,0.58792,0.110381397,0.236223904
,Ni,15,SMR,63.002,6000,1.01325,1,475.052,748.202,0.267864,0.63002,0.099104323,0.253139516
,Ni,15,SMR,78.801,6000,1.01325,1,503.734,776.884,0.267864,0.78801,0.056784489,0.316619266
,Ni,15,SMR,84.682,6000,1.01325,1,537.379,810.529,0.267864,0.84682,0.041031408,0.340248889
,Ni,15,SMR,90.882,6000,1.01325,1,570.055,843.205,0.267864,0.90882,0.02442384,0.365160241
,Ni,15,SMR,97.367,6000,1.01325,1,605.816,878.966,0.267864,0.97367,0.007052859,0.391216711
,Ni,15,SMR,98.559,6000,1.01325,1,664.48,937.63,0.267864,0.98559,0.00385992,0.39600612
25,Ni,10,SMR,6.09,6000,1.01325,1,197.577,470.727,0.267864,0.0609,0.251551082,0.024469376
,Ni,10,SMR,12.857,6000,1.01325,1,305.544,578.694,0.267864,0.12857,0.233424726,0.051658912
,Ni,10,SMR,12.407,6000,1.01325,1,356.454,629.604,0.267864,0.12407,0.234630114,0.04985083
,Ni,10,SMR,11.757,6000,1.01325,1,402.177,675.327,0.267864,0.11757,0.23637123,0.047239156
,Ni,10,SMR,17.091,6000,1.01325,1,447.958,721.108,0.267864,0.17091,0.222083364,0.068670954
,Ni,10,SMR,22.53,6000,1.01325,1,501.556,774.706,0.267864,0.2253,0.207514241,0.090524639
,Ni,10,SMR,34.689,6000,1.01325,1,528.468,801.618,0.267864,0.34689,0.174944657,0.139379014
,Ni,10,SMR,56.992,6000,1.01325,1,579.701,852.851,0.267864,0.56992,0.115202949,0.228991576
,Ni,10,SMR,66.062,6000,1.01325,1,600.133,873.283,0.267864,0.66062,0.090907684,0.265434474
,Ni,10,SMR,73.847,6000,1.01325,1,640.693,913.843,0.267864,0.73847,0.070054472,0.296714292
,Ni,10,SMR,79.818,6000,1.01325,1,677.288,950.438,0.267864,0.79818,0.054060312,0.320705531
,Ni,10,SMR,85.308,6000,1.01325,1,709.614,982.764,0.267864,0.85308,0.039354579,0.342764132
,Ni,10,SMR,90.049,6000,1.01325,1,752.918,1026.068,0.267864,0.90049,0.026655147,0.36181328
,Ni,10,SMR,93.671,6000,1.01325,1,789.513,1062.663,0.267864,0.93671,0.016953113,0.376366331
26,Ni,10,0.7Ir,2.467,9500,1.01325,1,301.93,575.08,0.424118,0.02467,0.413655009,0.015694487
,Ni,10,0.7Ir,5.376,9500,1.01325,1,314.117,587.267,0.424118,0.05376,0.401317416,0.034200876
,Ni,10,0.7Ir,9.817,9500,1.01325,1,332.719,605.869,0.424118,0.09817,0.382482336,0.062453496
,Ni,10,0.7Ir,12.268,9500,1.01325,1,342.554,615.704,0.424118,0.12268,0.372087204,0.078046194
,Ni,10,0.7Ir,14.723,9500,1.01325,1,350.253,623.403,0.424118,0.14723,0.361675107,0.09366434
,Ni,10,0.7Ir,22.571,9500,1.01325,1,363.949,637.099,0.424118,0.22571,0.328390326,0.143591511
,Ni,10,0.7Ir,29.497,9500,1.01325,1,375.72,648.87,0.424118,0.29497,0.299015914,0.18765313
,Ni,10,0.7Ir,36.114,9500,1.01325,1,387.062,660.212,0.424118,0.36114,0.270952025,0.229748962
,Ni,10,0.7Ir,43.811,9500,1.01325,1,399.476,672.626,0.424118,0.43811,0.238307663,0.278715505
,Ni,10,0.7Ir,48.732,9500,1.01325,1,409.318,682.468,0.424118,0.48732,0.217436816,0.310021776
,Ni,10,0.7Ir,54.423,9500,1.01325,1,420.872,694.022,0.424118,0.54423,0.193300261,0.346226609
,Ni,10,0.7Ir,58.885,9500,1.01325,1,428.79,701.94,0.424118,0.58885,0.174376116,0.374612826
,Ni,10,0.7Ir,64.732,9500,1.01325,1,439.703,712.853,0.424118,0.64732,0.149577936,0.411810096
,Ni,10,0.7Ir,69.039,9500,1.01325,1,448.048,721.198,0.424118,0.69039,0.131311174,0.439210239
